12HCOa,1,月3,日本文学講読I,西田谷洋,3; 4,専門教育科目第二校種免許専門科目,1,発142講義室,授業の概要\\n作品本文を丁寧に精読し、作品の置かれた文脈をふまえてその意味を捉え; 理解する。講義形式で作品を読解し; 出席者は発表・レポートや発言・コメントカードなどで積極的に読解の意見を作り上げ; 主体的な読解の作業を進める。\\n授業計画\\n第1回:戯作から小説へ\\n第2回:樋口一葉と女性造形\\n第3回:立身出世の系譜\\n第4回:文学のなかの知識人\\n第5回:自己暴露と「真実」\\n第6回:産業社会・人間疎外と文学\\n第7回:文学のなかの「狂気」\\n第8回:太宰治と風土\\n具体的に扱う作品については別途ムードルや教室で提示する\\n天候・感染状況・受講人数によって順序・内容を変更することがある,コメントカードや発言を毎回カウントするとともに(40%を目安)、発表・レポートを課し(60%を目安)、それらを総合的に評価する。\\n評価基準\\n・質疑等での発言、コメントカードでは、意欲があるか、自ら考えているか、さらに有意義な見解を豊かに表現されているか。\\n・レジュメ・レポートでは、既存の複数の学説等について引用・参照しているか否か、問題設定に対して回答を論理的・実証的に導き出せているか否か、新たな自分の見解を説得的に提示できているか否か、そもそも文章表現の形式にきちんと基づいて論述出来ているか否か。,教育実習で必要な教材分析の訓練として作品分析の発表をグループまたは個人で課す予定です。意欲的な参加を期待します。
12IBAa,1,月1,日本史学概論I,中村只吾,2; 3; 4,専門教育科目第二校種免許専門科目,1,発113講義室,第1回:ガイダンス学校教育のなかの日本史\\n第2回:原始・古代史の諸問題:奈良時代以前\\n第3回:古代史の諸問題:奈良時代\\n第4回:古代史の諸問題:平安時代\\n第5回:中世史の諸問題:鎌倉時代\\n第6回:中世史の諸問題:室町時代\\n第7回:中世史の諸問題:戦国時代\\n第8回:総括試験,期末試験(90%)と授業へのとり組みなどの平常評価の成績(10%)で評価する。\\n期末試験の評価は、授業内容の理解度や、記述の説得性、論理性、着眼点にもとづいて行う。平常評価は、課題提出やコメントを求めた際の対応の仕方をみて行う。,
12IBGa,1,月5,日本史学演習I,中村只吾,3; 4,自由科目第二校種免許専門科目,1,発113講義室,第1回:ガイダンス日本史研究と教科内容の専門性の深化\\n第2回:日本史文献・論文の調査・収集\\n第3回:先行研究と研究史の整理\\n第4回:日本史文献の読解方法\\n第5回:文献(著書・論文)の輪読\\n第6回:受講生による文献の内容紹介\\n第7回:文献とその研究史についての討論\\n第8回:総括専門性・教材研究の深め方,演習を通じた発表(90%)と課題提出などの平常評価(10%)によって評価する。\\n発表の評価は、自身の発表時の文献要約およびコメントの内容、他者の発表時のコメント内容や積極性にもとづいて行う。平常評価は、課題提出やコメントを求めた際の対応の仕方をみて行う。,
12ICEo,1,月1,西洋史学各論I,徳橋曜,3; 4,自由科目第二校種免許専門科目,1,発221講義室,西洋史学の専門的な営みの一つとして過去の人々の日常生活を検証し、過去の「日常」を再構築することで歴史的に社会や文化を考え、認識を深める。その目的のために、中世のヨーロッパなかんずくイタリアを主たる対象として、中世社会の「日常」を多面的に検証し、歴史的考察を学ぶと共に、我々が一般に持つ「中世ヨーロッパ」のイメージの妥当性を検討する。\\n講義は以下のようなスケジュールで進める。\\n第1回:歴史学と「日常」・「中世」とは何か\\n第2回:「中世の西ヨーロッパ社会」のイメージとイタリアの歴史的位置付け\\n第3回:封建社会と「市民」\\n第4回:イタリア都市の生活空間\\n第5回:中世ヨーロッパ社会における権力構造\\n第6回:中世イタリアの家族のあり方\\n第7回:中世イタリア都市の人間関係と社会生活\\n第8回:「日常生活」が語るもの,期末に課する試験ないしレポートによる。評価の観点は、講義の内容に従った歴史的事象に関する知識の理解(80%)、テーマに沿った方法論の理解(10%)である。これらは期末課題によって評価する。また毎時、振り返りを提出させるが、この提出状況も評価の対象(10%)とし、5回以上提出がない場合には、振り返りの評価は0とする。ただし、振り返りはあくまでも受講者の授業に関する関心や理解を見るものなので、振り返りの内容によって評価を変えることはない。,連絡先tokuhasi@edu.u-toyama.ac.jp
12ICGo,1,月2,西洋史学演習I,徳橋曜,3; 4,自由科目第二校種免許専門科目,1,発221講義室,歴史学の方法論を理解するために、日本語の文献を読んで受講者それぞれが発表し、ディスカッションをする。次に欧米の歴史に関する欧語文献を講読する。どのようなテキストを使うかは、事前に受講者の意向や希望する時代・地域・分野を相談して決定する。受講者には毎回の発表を割り当てる。なお、受講者のスキル・関心等に応じて進度・内容は変更することがある。\\n授業計画\\n第1回:西洋史学の方法論や動向についての簡潔なレクチャー。テキストとする欧語論文2本(それぞれ20~30頁程度を想定)の選定。\\n第2回:各受講者が事前に読んだE.H.カー『歴史とは何か』の内容について発表した後、それぞれの観点を踏まえて内容や方法論について議論する。\\n第3回:各受講者が事前に読んだ小田中直樹『歴史学ってなんだ?』の内容について発表した後、それぞれの観点を踏まえて、カーの著書と比較しつつ内容や方法論について議論する。\\n第4回:欧語論文aの講読1:受講者が担当部分を全訳する。これに対して教師がコメント・解説を加える。\\n第5回:欧語論文aの講読2:受講者が担当部分について要約しながら内容を発表する。これに対して教師がコメント・解説を加える。\\n第6回:欧語論文bの講読1:受講者が担当部分について要約しながら内容を発表する。教師がコメント・解説を加えると共に、内容についてディスカッションをする。\\n第7回:欧語論文bの講読2:受講者が担当部分について要約しながら内容を発表し、全員でディスカッションをする。教師は必要に応じてコメントする。\\n第8回:活動のまとめ:講読した2本の論文で扱われた内容や方法論についてディスカッションをしてまとめる。,毎回の発表における文献の内容の理解度(80%)、発表を聞く側の理解に配慮しているかといった発表の内容(20%)を評価する。,連絡先tokuhasi@edu.u-toyama.ac.jp
12IDAw,1,月2,人文地理学概論I,山根拓,2; 3; 4,専門教育科目第二校種免許専門科目,1,発111講義室,第1回:オリエンテーション(地理学とは何か(誤解と苦悩)\\n第2回:現代地理学の体系、学校地理と地理学\\n第3回:人間と自然環境のインターフェイス1(地形・気候・水と人間社会)\\n第4回:人間と自然環境のインターフェイス2(災害の地理学)\\n第5回:人文地理学の着眼点(スポーツの地理学)\\n第6回:都市・村落地理学I(都市の機能、都市空間・景観の読み方)\\n第7回:都市・村落地理学II(都市圏・中心地理論・都市システム、村の景観、村落社会の空間構造)\\n定期試験,授業関連課題レポート20%<評価基準>各授業内容を正しく理解したうえで; 自分の意見を述べることができている\\n期末レポート80%<評価基準>達成目標に示す内容について; 正しく理解している,
12IFCa,1,月3,経済学概論,松山淳,3; 4,専門教育科目第二校種免許専門科目,1,発115講義室,・授業は教室での対面式の講義によって行います。\\n・講義のスケジュールは以下のようになります。(なお、受講生の理解等に応じて、内容を一部変更する場合があります。)\\n1.イントロダクション(ガイダンス、授業の進め方)\\nPartIモラルサイエンスとしての経済学\\n2-4.経済学の人間観:ホモ・エコノミクス\\n功利主義\\nパレート効率性と厚生経済学の基本定理\\n功利主義への批判\\n5-8効率性問題\\n外部性\\n囚人のジレンマ\\n協業(チーム生産)のジレンマ,具体的な評価基準:小テスト(30%)、出席(popsheet; 10%)、期末テストまたは課題(60%)で評価する。\\n課題について:講義内に理解度確認の小テストを行う。また、課題等を出す予定である。\\n授業への意欲について:講義では、出席カード(popsheet)を配布しますので、興味深かった点、疑問に思った点など自由に書いてください。このカードの内容を成績評価に加味します。,
12IGE1,1,月4,宗教学I,山本英輔,,,,,,,
12JAEa,1,月4,数学科教育法V,岸本忠之,3; 4,専門教育科目第二校種免許専門科目,1,発116講義室,1回目:オリエンテーション・数学教育におけるテクノロジー利用(概説)\\n2回目:数学教育におけるインターネット利用1\\n3回目:数学教育におけるインターネット利用2\\n4回目:数学教育におけるインターネット利用3\\n5回目:幾何作図ソフトCabri-GeometryIIの利用1\\n6回目:幾何作図ソフトCabri-GeometryIIの利用2\\n7回目:数式処理ソフトMathematicaの利用1\\n8回目:数式処理ソフトMathematicaの利用2\\n9回目:グラフ作成ソフトGrapesの利用1\\n10回目:テクノロジー利用をした指導案作成の発表1\\n11回目:テクノロジー利用をした指導案作成の発表2\\n12回目:テクノロジー利用をした指導案作成の発表3\\n13回目:テクノロジー利用をした指導案作成の発表4\\n14回目:テクノロジー利用をした指導案作成の発表5\\n15回目:まとめ・試験\\n進捗状況によって変更することがあります。,レポート試験(80%)、指導案作成とその発表(20%)で評価を行う。授業態度評価(出欠・レポート提出など)は最大10%の範囲で調整。,
12JFC1,1,月3,論理学,長谷川和志,,,,,,,
12KAEa,1,月3,理科教育法V,月僧秀弥,3; 4,専門教育科目第二校種免許専門科目,1,発111講義室,第1回:中学校理科の目的と指導のポイント\\n第2回:高等学校理科の目的と指導のポイント\\n第3回:優れた理科授業の分析と指導技術\\n第4回:理科の教材研究例と授業実践\\n第5回:主体的な理科学習のための課題設定と評価(模擬授業含)\\n第6回:理科における対話的な学び(模擬授業含)\\n第7回:教科横断的な理科授業実践(STEAM、理数探究を含む)(模擬授業含)\\n第8回:理科における情報機器の活用の授業実践	(模擬授業含)\\n定期試験は実施しない,・授業中における記述内容および授業計画案70%\\n・最終レポ―ト30%,
12KCAa,1,月1; 月2,理科実験AI(物理学),成行泰裕,3; 4,専門教育科目第二校種免許専門科目,0.5,発231講義室,授業計画\\n第1回:ガイダンス、測定と誤差、コンピュータによるデータ処理\\n第2回:重力加速度\\n第3回:力の大きさと合成\\n第4回:摩擦係数\\n第5回:気体・液体の圧力\\n第6回:固体の比熱\\n第7回:熱の仕事当量\\n第8回:まとめと解説\\n定期試験は実施しない。,レポート(製作物がある場合はそれも含む)(100%)\\n(すべての達成目標に関連)\\n<評価基準>\\n・達成目標に示す内容について、正しく理解し、説明できる。,
12KHEa,1,月4,理科内容演習DI(地学),河村愛,3; 4,専門教育科目第二校種免許専門科目,1,発115講義室,第1回:ガイダンス\\n第2回:地形を中心とした野外観察\\n第3回:地質を中心とした野外観察\\n第4回:ITCを活用した古地理の推定\\n第5回:ボーリングデータによる地質断面図の作成\\n第6回:地質図から読み解く地球史\\n第7回:プレートの運動速度の推定\\n第8回:地球史の復元に関する練習問題\\n定期試験は実施しない,授業の内容をきちんと理解できているか、提出物(100%)で評価する。,
12LAA1,1,月1,音楽科教育法I(石川県の教育実践を含む),西島千尋,,,,,,,
12LAE1,1,月2,音楽科教育法V,西島千尋,,,,,,,
12LCC7,1,月3; 月4,歌唱法III,安藤常光,,,,,,,
12MAEa,1,月3,美術科教育法V,上山輝,3; 4,専門教育科目第二校種免許専門科目,1,発342講義室,授業計画\\n第1回:A表現「絵に表現する活動」の学習指導案の作成\\n第2回:A表現「絵に表現する活動」の学習指導案の修正\\n第3回:A表現「彫刻に表現する活動」の学習指導案の作成\\n第4回:A表現「彫刻に表現する活動」の学習指導案の修正\\n第5回:A表現「デザインに表現する活動」の学習指導案の作成\\n第6回:A表現「デザインに表現する活動」の学習指導案の修正\\n第7回:A表現「工芸に表現する活動」の学習指導案の作成\\n第8回:A表現「工芸に表現する活動」の学習指導案の修正,計4枚の学習指導案を10点満点で評価し、総合計を100点満点に換算して評価を行う,
12MCA5,1,月1; 月2,彫刻基礎I(現代美術表現を含む),江藤望,,,,,,,
12MDCa,1,月4; 月5,デザインI,上山輝,3; 4,専門教育科目第二校種免許専門科目,1,,演習課題のテーマに即して、調査・分析・製作・プレゼンテーションを行い、平面デザインを学習する。\\n第1回:オリエンテーション、課題「平面デザイン」の導入\\n第2回:課題「平面デザイン」の資料研究\\n第3回:課題「平面デザイン」の資料研究の成果発表\\n第4回:課題「平面デザイン」のスケッチ・本制作へ向けた進行状況チェック\\n第5回:課題「平面デザイン」の制作(1)・進行チェック(1)\\n第6回:課題「平面デザイン」の制作(2)・進行チェック(2)\\n第7回:課題「平面デザイン」の制作(3)・プレゼンテーション準備\\n第8回:課題「平面デザイン」のプレゼンテーション,・20%授業における態度・技能\\n・80%レポート・演習の発表点,
12NBMa,1,月4,ダンスI,澤聡美,3; 4,専門教育科目第二校種免許専門科目,0.5,発221講義室,主に2つのテーマで実施します。取り上げるテーマの順番を変更することもあります。\\nテーマ1.リズムダンス(4コマ)\\n現代的なリズムのダンス、健康のためのリズムダンス・エアロビクス、フォークダンス(民謡)の体験と創作を行います。\\n1時間目:リズムダンス・フォークダンスの体験\\n2時間目:健康のためのリズムダンス・エアロビクスの体験\\n3時間目:オリジナルリズムダンスの創作\\n4時間目:オリジナルリズムダンスの発表\\nテーマ2.ものとの関わりから表現へ(4コマ)\\n新聞紙、布等、身近なものを用いてからだを動かします。\\n5時間目:新聞紙の特性を生かした表現と運動\\n6時間目:布の特性を生かした表現と運動\\n7時間目:素材の特性を生かした表現創作・発表\\n8時間目:素材の特性を生かした表現発表,活動点(毎回の記録、発表など)50点、レポートや課題20点、チーム活動点30点,
12NDAw,1,月2,スポーツ文化論I,田邊元,3; 4,専門教育科目第二校種免許専門科目,1,発115講義室,第1回:「スポーツ」とは何か?:「スポーツ」概念の変遷\\n第2回:帰属意識とスポーツ:スポーツ大会にみる政治性\\n第3回:境界と儀礼\\n第4回:現代社会と健康の諸相\\n第5回:死の儀礼\\n第6回:身体へのまなざし1―近代日本の身体観―\\n第7回:身体へのまなざし2―エスノサイエンス・変身―\\n第8回:まとめ,定期試験・レポート(80%)+講義内容に対するレビュー(20%),
12NFA1,1,月3,衛生学及び公衆衛生学I,櫻井勝,,,,,,,
12NGA1,1,月5,学校保健I(教科横断で取り組む学校保健),岩田英樹,,,,,,,
12NGCw,1,月2,発育発達I,澤聡美,2; 3; 4,専門教育科目第二校種免許専門科目,1,発113講義室,第1回:ガイダンス授業の概要と進め方\\n第2回:体力・生活習慣・健康状態の変遷と現代的課題\\n第3回:身体活動量と発育発達の評価\\n第4回:乳児期と幼児期の発育発達(幼児期運動指針)\\n第5回:児童期と青年期の発育発達(成長期における基本的動作スキルの発達)\\n第6回:幼児期から青年期における運動プログラムの作成(主体的・対話的で深い学び)\\n第7回:幼児期から青年期における運動プログラムの発表(主体的・対話的で深い学び)\\n第8回:まとめ,毎回の授業レポート50%、運動プログラムの作成・発表30%、最終レポート20%,
12OBE1,1,月3,家庭経営学演習I,花輪由樹,,,,,,,
12OXCo,1,月4,食物学演習III,藤本孝子,4,自由科目第二校種免許専門科目,1,,第1回ガイダンス、食生活の現状と課題\\n第2回~4回目学術論文の講読発表と討論(1)調査方法に着目して\\n第5回~7回目学術論文の講読発表と討論(2)分析方法に着目して\\n第8回まとめ,発表資料・発表内容(およそ50%)、レポート(およそ30%)、授業への取り組み姿勢(およそ20%),
12PAEa,1,月5,英語科教育法V,小木曽智子,3; 4,専門教育科目第二校種免許専門科目,1,発332講義室,第1回:授業概要の説明/優れた教師の役割とティーム・ティーチングによる指導\\n第2回:学習と指導のとらえ方\\n第3回:言語形式の指導法\\n第4回:聞くことの指導と評価(1)指導の方法・技術\\n第5回:聞くことの指導と評価(2)模擬授業、リフレクション\\n第6回:読むことの指導と評価(1)指導の方法・技術\\n第7回:読むことの指導と評価(2)模擬授業、リフレクション\\n第8回:まとめ/期末試験,期末試験(40%)、レポート・課題(60%)\\n授業を行う際に土台となる第二言語習得などの知見を踏まえた指導上の原理原則や5領域(理解の領域)の指導法など実践的な知識を身につけているか。また、それらの知識を実際に授業という実践の場で具体的に活用し、活動等を考案、分析、実施する力や授業運営を効果的に行うための知識・技術を身につけているかを評価します。,■MicrosoftTeamsを使用して、教材の配布や小テストを実施します。授業内で、携帯あるいはPCなどの電子機器を使用した活動を行うことがあるので、オリエンテーションでの説明をよく聞いてください。\\n■基本は対面授業ですが、教員の出張等やむを得ない事情により、一部、オンライン(オンデマンド)形式の授業を行ったり、休講・補講にする可能性があります。授業連絡に注意してください。
12PBCa,1,月4,英語学概論III(応用),小池晃次,3; 4,専門教育科目第二校種免許専門科目,1,発114講義室,音韻論や社会言語学の基礎について英語で書かれたテキストを用いて解説していきます。最近の研究動向にも必要に応じて言及し、専門的な英文を読解する訓練を行いましょう。\\n第1回授業ガイダンス\\n第2回英語の音声体系の特徴\\n第3回音素と異音\\n第4回日本語との音素体系の違い\\n第5回アメリカ英語とイギリス英語\\n第6回国際語としての英語の姿\\n第7回社会的変異と共通語\\n第8回まとめのテストおよび解説\\n※受講者の興味・関心によって、授業で取り上げるテーマは変更になる可能性があります。,以下の2点を合わせて評価します。\\n1授業への参加意識と態度30%\\n※担当段落の和訳を含めて予習ができているか。\\n2まとめのテスト70%\\n※100点中何点取れたか。,
12PCA1,1,月2,英語文学概論I(イギリス文学と現在の英語教育),山本卓,,,,,,,
12PDAa,1,月1,英作文I(基礎),ジャックリーランダル,2; 3; 4,専門教育科目第二校種免許専門科目,1,発114講義室,第1回:Introduction; chapter1; reading1; writing1(paragraphstructure)\\n第2回:Reading2; writing2(thesisstatements)submitwriting1\\n第3回:Chapter2; reading1; writing1(introduction)submitwriting2\\n第4回:Reading2; writing2(conclusion)submitwriting3\\n第5回:Chapter3; reading1; writing1(exampleessay)submitwriting4\\n第6回:Reading2; writing2(exampleessay)submitwriting5\\n第7回:Chapter4; reading1; writing1(descriptiveessay)submitwriting6\\n第8回:Reading2; writing2(narrativeessay)submitwriting7,classparticipationandessaysubmission:classparticipation20%; essaysubmission80%,
12XAJo,1,月2,教育法規A,木下豪,2; 3; 4,自由科目教育学・心理学に関する科目,1,発141講義室,第1回教育法規とは?\\n第2回教育法規の基本原理\\n第3回教育法規はどのように発展して来たか(明治~戦前)\\n第4回教育法規はどのように発展して来たか(戦後~現代)\\n第5回日本国憲法26条の検討\\n第6回日本国憲法14条・19条・23条・25条の検討\\n第7回日本国憲法その他の条文の検討\\n第8回総合考察,毎授業後に提出するコメントペーパー、課題レポート、試験などで総合的に評価する。,
12YAEo,1,月5,乳児保育III,西館有沙,3; 4,自由科目保育士に関する科目,1,発117講義室,第1回乳児保育の理念と原則\\n第2回3歳未満児の指導計画の作成\\n第3回身体的発達に関する視点と領域「健康」\\n第4回精神的発達に関する視点と領域「環境」\\n第5回3歳未満児の発達段階をふまえた玩具の制作\\n第6回作成した玩具での遊びの記録と自己評価\\n第7回社会的発達に関する視点と領域「人間関係」\\n第8回3歳未満児の言葉と表現,学期末に、レポート課題(60%)を出します。\\nまた、各回の演習への取り組み(40%)についても評価の対象とします。\\n<評価基準>\\n達成目標に示す内容について、正しく理解している。,E-mail:nishiari@edu.u-toyama.ac.jp
12YAFo,1,月4,社会的養護I,西館有沙,3; 4,自由科目保育士に関する科目,1,発111講義室,講義形式\\nスケジュール\\n第1回社会的養護とは\\n第2回社会的養護の基本理念と原理\\n第3回社会的養護の体制と養護の現状\\n第4回児童虐待の通告を受けた後の対応\\n第5回児童虐待等の予防・防止策\\n第6回保護された子どもの措置先\\n第7回施設での養育と支援\\n第8回施設入所児の親子関係再建と自立支援,学期末には、原則として以下の条件で筆記試験を行います。\\n・筆記の試験時間は30分。\\n・試験中の資料等の確認は不可(試験中は必要な物以外、カバンにしまう)。\\n成績は、筆記試験(80%)、各回の参加態度(20%)により評価します。\\n評価の観点は「以下に示す達成目標をどの程度達成できたか」です。\\n・社会的養護に関する原理・原則、制度、施策について知識を身につける。\\n・養護を必要とする子どもたちを取り巻く課題を説明できる。,授業に関する質問等は、授業の前後もしくはメール(nishiari@edu.u-toyama.ac.jp)にて受け付けます。
900120,1-2,月5,(全学共通)国語科教育法III,川島拓馬,3; 4,教職科目,2,発111講義室,1.国語科における言語事項について\\n2.文法指導における課題\\n3.文法事項と文章の解釈\\n4.語彙の教育\\n5.古典教育の意義と課題\\n6.文語文法の指導\\n7.古典教育におけるコーパスの活用\\n8.ラウンドテーブル:「国語力」とは何か?\\n9.ラウンドテーブル:国語科教育と「実用」\\n10.発表に向けての検討・準備1\\n11.発表に向けての検討・準備2\\n12.発表会1\\n13.発表会2\\n14.発表会3\\n15.授業の振り返りとまとめ\\n(上記計画は、受講者の人数や授業の進度などによって変更する可能性もある),リアクションペーパーおよび提出物(60%)、授業内での発表(40%),
